path,iamgeName,ImageNorth,ImageEast,ImageLenght,ImageWidth,DateTime,AverageSpeedInteger,AvgEIRI,AvgCIRI,ImageElevation
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30201947_30770617_20180825070152_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.20194778,30.77061694,1440,2560,8/25/2018 7:01,100,1.2,1.2,74
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30202072_30770379_20180825070153_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.2020725,30.77037917,1440,2560,8/25/2018 7:01,100,1.4,1.1,74
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30202423_30769764_20180825070156_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.20242361,30.76976417,1440,2560,8/25/2018 7:01,94,1.3,1.3,74
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30203099_30768987_20180825070200_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.20309944,30.76898722,1440,2560,8/25/2018 7:02,93,1.3,1.4,81
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30203908_30768325_20180825070204_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.20390861,30.76832556,1440,2560,8/25/2018 7:02,94,1.3,1.4,89
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30204612_30767555_20180825070208_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.20461222,30.767555,1440,2560,8/25/2018 7:02,94,1.4,1.3,91
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30205315_30766794_20180825070212_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.20531528,30.76679417,1440,2560,8/25/2018 7:02,94,1.3,1.5,94
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30205773_30766290_20180825070215_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.20577306,30.76629028,1440,2560,8/25/2018 7:02,96,1.7,1.9,98
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30206525_30765442_20180825070219_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.206525,30.76544194,1440,2560,8/25/2018 7:02,94,1.3,1.3,96
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30208104_30763558_20180825070228_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.20810417,30.76355833,1440,2560,8/25/2018 7:02,95,1.3,1.6,105
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30208480_30763196_20180825070230_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.20848028,30.76319639,1440,2560,8/25/2018 7:02,100,1.3,1.3,113
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30209195_30762434_20180825070234_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.20919528,30.76243444,1440,2560,8/25/2018 7:02,101,1.4,1.8,106
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30209912_30761621_20180825070238_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.20991194,30.76162083,1440,2560,8/25/2018 7:02,100,1.3,1.4,103
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30210453_30760994_20180825070241_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.21045306,30.76099417,1440,2560,8/25/2018 7:02,100,1.4,1.2,105
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30211183_30760179_20180825070245_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.21118306,30.76017917,1440,2560,8/25/2018 7:02,100,1.5,1.7,107
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30211724_30759574_20180825070248_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.21172444,30.75957389,1440,2560,8/25/2018 7:02,100,1.4,1.1,105
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30212621_30758538_20180825070252_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.21262167,30.75853833,1440,2560,8/25/2018 7:02,100,1.3,1.1,107
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30213256_30757770_20180825070256_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.21325639,30.75777056,1440,2560,8/25/2018 7:02,94,1.2,1.1,107
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30213917_30756987_20180825070300_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.21391694,30.75698694,1440,2560,8/25/2018 7:03,91,1.2,0.9,106
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30214618_30756259_20180825070304_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.21461833,30.75625889,1440,2560,8/25/2018 7:03,90,1.3,1.2,106
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30215259_30755560_20180825070308_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.21525917,30.75556056,1440,2560,8/25/2018 7:03,89,1.4,1.4,107
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30215897_30754845_20180825070312_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.21589778,30.75484583,1440,2560,8/25/2018 7:03,88,1.5,1.5,104
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30216532_30754122_20180825070316_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.2165325,30.7541225,1440,2560,8/25/2018 7:03,88,1.2,1.3,105
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30217162_30753404_20180825070320_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.21716222,30.75340417,1440,2560,8/25/2018 7:03,88,1.3,1.3,105
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30219713_30750435_20180825070336_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.21971361,30.75043556,1440,2560,8/25/2018 7:03,88,1.2,1.4,144
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30220332_30749789_20180825070340_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22033222,30.74978889,1440,2560,8/25/2018 7:03,85,1.3,1.5,130
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30221026_30748996_20180825070345_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22102667,30.74899583,1440,2560,8/25/2018 7:03,81,1.2,1.2,117
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30221609_30748336_20180825070349_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22160889,30.74833611,1440,2560,8/25/2018 7:03,81,1.3,1.3,117
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30223236_30746521_20180825070359_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22323639,30.74652167,1440,2560,8/25/2018 7:03,88,1.2,0.9,123
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30223742_30745980_20180825070402_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.2237425,30.74598083,1440,2560,8/25/2018 7:04,90,1.2,1.2,136
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30224421_30745261_20180825070406_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22442194,30.74526139,1440,2560,8/25/2018 7:04,92,1.2,1.3,107
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30225027_30744555_20180825070410_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22502722,30.74455556,1440,2560,8/25/2018 7:04,89,1.3,1.3,108
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30225703_30743806_20180825070414_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22570361,30.74380611,1440,2560,8/25/2018 7:04,92,1.3,1.5,113
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30226373_30743066_20180825070418_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22637333,30.74306583,1440,2560,8/25/2018 7:04,92,1.3,1.3,112
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30226870_30742506_20180825070421_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22687,30.74250667,1440,2560,8/25/2018 7:04,92,1.5,1.3,112
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30227511_30741643_20180825070425_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22751139,30.74164306,1440,2560,8/25/2018 7:04,94,1.5,1.4,124
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30228130_30740737_20180825070429_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22813028,30.7407375,1440,2560,8/25/2018 7:04,98,1.5,1.2,127
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30228527_30739978_20180825070432_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22852778,30.73997806,1440,2560,8/25/2018 7:04,104,1.2,1.2,130
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30228943_30738856_20180825070436_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22894306,30.73885583,1440,2560,8/25/2018 7:04,106,1.2,1,133
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30229220_30737998_20180825070439_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22922056,30.73799861,1440,2560,8/25/2018 7:04,106,1.2,0.8,135
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30229453_30736835_20180825070443_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22945306,30.736835,1440,2560,8/25/2018 7:04,105,1.3,1.3,135
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30229582_30735958_20180825070446_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22958194,30.73595806,1440,2560,8/25/2018 7:04,104,1.3,1,135
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30229761_30734795_20180825070450_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.22976111,30.73479528,1440,2560,8/25/2018 7:04,102,1.3,1,135
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30230053_30732920_20180825070456_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23005306,30.73292056,1440,2560,8/25/2018 7:04,104,1.2,1.1,135
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30230190_30731612_20180825070500_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23019028,30.73161278,1440,2560,8/25/2018 7:05,112,1.4,1.2,138
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30230319_30730610_20180825070503_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23031917,30.73061028,1440,2560,8/25/2018 7:05,114,1.3,1.1,140
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30230440_30729592_20180825070506_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23044028,30.72959222,1440,2560,8/25/2018 7:05,115,1.5,1.3,139
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30230571_30728554_20180825070509_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23057139,30.72855472,1440,2560,8/25/2018 7:05,118,1.5,1.2,135
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30230710_30727524_20180825070512_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23071028,30.72752444,1440,2560,8/25/2018 7:05,119,1.5,1.4,132
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30230805_30726648_20180825070515_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23080556,30.72664861,1440,2560,8/25/2018 7:05,117,1.7,1.6,131
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30230940_30725473_20180825070518_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23094,30.72547306,1440,2560,8/25/2018 7:05,117,1.4,1.4,131
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30231056_30724461_20180825070521_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23105667,30.72446111,1440,2560,8/25/2018 7:05,117,1.4,1.2,131
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30231655_30720783_20180825070533_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.231655,30.72078333,1440,2560,8/25/2018 7:05,113,1.4,1.3,133
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30231734_30719572_20180825070537_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23173417,30.71957222,1440,2560,8/25/2018 7:05,109,1.5,1.4,129
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30231865_30718595_20180825070540_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.231865,30.71859556,1440,2560,8/25/2018 7:05,111,1.5,1.6,126
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30231985_30717603_20180825070543_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23198528,30.71760306,1440,2560,8/25/2018 7:05,113,1.4,1.4,128
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30232113_30716647_20180825070546_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23211333,30.71664694,1440,2560,8/25/2018 7:05,113,1.4,1.3,128
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30232237_30715675_20180825070549_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23223722,30.71567556,1440,2560,8/25/2018 7:05,113,1.5,1.5,128
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30232386_30714363_20180825070553_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23238639,30.71436389,1440,2560,8/25/2018 7:05,114,1.3,1.3,129
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30232503_30713373_20180825070556_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23250361,30.71337361,1440,2560,8/25/2018 7:05,113,1.3,1.1,127
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30232685_30712452_20180825070559_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23268583,30.71245222,1440,2560,8/25/2018 7:05,111,1.3,1.1,131
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30232908_30711520_20180825070602_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23290889,30.71152028,1440,2560,8/25/2018 7:06,111,1.4,1.3,131
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30233167_30710573_20180825070605_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23316722,30.71057361,1440,2560,8/25/2018 7:06,114,1.5,1.3,129
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30233676_30709467_20180825070609_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23367611,30.7094675,1440,2560,8/25/2018 7:06,111,1.5,1.8,128
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30234114_30708638_20180825070612_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23411417,30.70863806,1440,2560,8/25/2018 7:06,111,1.4,1.6,129
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30234542_30707791_20180825070615_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23454194,30.70779111,1440,2560,8/25/2018 7:06,113,1.5,1.6,128
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30234963_30706970_20180825070618_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23496389,30.70697,1440,2560,8/25/2018 7:06,111,1.4,1.7,128
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30235384_30706133_20180825070621_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23538444,30.70613333,1440,2560,8/25/2018 7:06,111,1.4,1.5,128
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30235907_30704960_20180825070625_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.2359075,30.70496056,1440,2560,8/25/2018 7:06,110,1.4,1.4,132
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30236248_30704144_20180825070628_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23624889,30.70414472,1440,2560,8/25/2018 7:06,107,1.3,1,131
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30236634_30703353_20180825070631_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23663389,30.70335306,1440,2560,8/25/2018 7:06,107,1.3,1.4,130
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30237170_30702246_20180825070635_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23717083,30.70224611,1440,2560,8/25/2018 7:06,108,1.4,1.5,129
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30237653_30701398_20180825070638_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23765389,30.70139806,1440,2560,8/25/2018 7:06,111,1.3,1.2,132
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30237984_30700534_20180825070641_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23798417,30.70053472,1440,2560,8/25/2018 7:06,108,1.4,1.1,132
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30238554_30699433_20180825070645_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23855389,30.69943361,1440,2560,8/25/2018 7:06,108,1.3,1.2,133
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30238953_30698610_20180825070648_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23895306,30.69861028,1440,2560,8/25/2018 7:06,108,1.4,1.2,133
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30239407_30697765_20180825070651_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23940778,30.69776583,1440,2560,8/25/2018 7:06,110,1.1,1,134
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30239833_30696979_20180825070654_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.23983306,30.69697889,1440,2560,8/25/2018 7:06,108,1.4,1.2,131
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30240380_30695903_20180825070658_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.24038056,30.69590333,1440,2560,8/25/2018 7:06,107,1.2,1.2,131
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30241022_30695040_20180825070701_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.2410225,30.69504056,1440,2560,8/25/2018 7:07,112,1.4,1.4,136
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30241290_30694184_20180825070704_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.24129056,30.69418417,1440,2560,8/25/2018 7:07,110,1.3,1.2,133
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30241732_30693052_20180825070708_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.2417325,30.6930525,1440,2560,8/25/2018 7:07,107,1.2,1.2,133
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30242197_30692265_20180825070711_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.24219722,30.69226583,1440,2560,8/25/2018 7:07,108,1.3,1.4,134
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30242562_30691435_20180825070714_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.2425625,30.69143528,1440,2560,8/25/2018 7:07,107,1.3,1.2,134
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30243071_30690346_20180825070718_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.24307111,30.69034583,1440,2560,8/25/2018 7:07,107,1.3,1.4,134
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30244741_30687388_20180825070731_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.24474083,30.68738833,1440,2560,8/25/2018 7:07,104,1.2,1.3,133
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30245317_30686433_20180825070735_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.24531694,30.68643361,1440,2560,8/25/2018 7:07,98,1.1,1.2,137
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30245619_30685650_20180825070738_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.24561917,30.68565,1440,2560,8/25/2018 7:07,96,1.2,1.1,138
,,,,,,,,,,
